dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
3/22/2006,5,3,PR,156853,362468,362935,11,11,518,Bath and North East Somerset,161884,E06000022,16354,46,7,1,A368,N,17,3,A39,361900,160000,A37,,6,South West,,4,99,677,2006
3/22/2006,4,1,PR,156853,362468,362935,15,6,515,Bath and North East Somerset,161884,E06000022,16354,50,8,0,A368,N,23,7,A39,361900,160000,A37,,4,South West,,12,65,652,2006
3/22/2006,4,2,PR,156853,362468,362935,5,7,302,Bath and North East Somerset,161884,E06000022,16354,55,9,0,A368,N,27,4,A39,361900,160000,A37,,7,South West,,8,54,420,2006
3/22/2006,3,0,PR,156853,362468,362935,3,7,232,Bath and North East Somerset,161884,E06000022,16354,38,10,1,A368,N,16,3,A39,361900,160000,A37,,6,South West,,6,57,333,2006
3/22/2006,4,2,PR,156853,362468,362935,1,7,254,Bath and North East Somerset,161884,E06000022,16354,48,11,0,A368,N,21,2,A39,361900,160000,A37,,6,South West,,8,47,352,2006
3/22/2006,13,1,PR,156853,362468,362935,3,7,272,Bath and North East Somerset,161884,E06000022,16354,67,12,0,A368,N,26,3,A39,361900,160000,A37,,7,South West,,13,43,388,2006
3/22/2006,5,2,PR,156853,362468,362935,4,6,249,Bath and North East Somerset,161884,E06000022,16354,47,13,0,A368,N,21,3,A39,361900,160000,A37,,8,South West,,5,64,367,2006
3/22/2006,3,1,PR,156853,362468,362935,0,5,262,Bath and North East Somerset,161884,E06000022,16354,40,14,0,A368,N,26,4,A39,361900,160000,A37,,1,South West,,4,67,373,2006
3/22/2006,9,2,PR,156853,362468,362935,2,5,268,Bath and North East Somerset,161884,E06000022,16354,53,15,0,A368,N,24,7,A39,361900,160000,A37,,7,South West,,6,78,408,2006
3/22/2006,4,2,PR,156853,362468,362935,8,0,264,Bath and North East Somerset,161884,E06000022,16354,36,16,0,A368,N,19,8,A39,361900,160000,A37,,8,South West,,3,100,416,2006
3/22/2006,0,1,PR,156853,362468,362935,8,1,366,Bath and North East Somerset,161884,E06000022,16354,25,17,0,A368,N,10,4,A39,361900,160000,A37,,7,South West,,6,42,445,2006
3/22/2006,1,2,PR,156853,362468,362935,3,1,262,Bath and North East Somerset,161884,E06000022,16354,20,18,0,A368,N,6,4,A39,361900,160000,A37,,4,South West,,6,13,302,2006
3/22/2006,2,1,PR,156853,362468,362935,4,1,221,Bath and North East Somerset,161884,E06000022,16354,45,7,0,A368,S,23,4,A39,361900,160000,A37,,9,South West,,9,111,385,2006
