dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
10/19/2007,41,18,TM,178163,381800,375767,7,21,2328,South Gloucestershire,180030,E06000025,18498,412,7,0,LA Boundary,E,137,10,Junction 18 M4,378000,178550,M4,,91,South West,,104,485,3242,2007
10/19/2007,20,24,TM,178163,381800,375767,6,18,2049,South Gloucestershire,180030,E06000025,18498,292,8,0,LA Boundary,E,81,1,Junction 18 M4,378000,178550,M4,,56,South West,,93,420,2768,2007
10/19/2007,13,36,TM,178163,381800,375767,4,23,1614,South Gloucestershire,180030,E06000025,18498,386,9,0,LA Boundary,E,99,24,Junction 18 M4,378000,178550,M4,,91,South West,,124,360,2388,2007
10/19/2007,15,28,TM,178163,381800,375767,9,8,1648,South Gloucestershire,180030,E06000025,18498,360,10,0,LA Boundary,E,96,25,Junction 18 M4,378000,178550,M4,,89,South West,,124,316,2358,2007
10/19/2007,16,29,TM,178163,381800,375767,5,15,1674,South Gloucestershire,180030,E06000025,18498,377,11,0,LA Boundary,E,111,28,Junction 18 M4,378000,178550,M4,,70,South West,,136,232,2316,2007
10/19/2007,7,20,TM,178163,381800,375767,16,22,2263,South Gloucestershire,180030,E06000025,18498,341,12,1,LA Boundary,E,83,34,Junction 18 M4,378000,178550,M4,,78,South West,,131,340,2994,2007
10/19/2007,11,25,TM,178163,381800,375767,15,6,2740,South Gloucestershire,180030,E06000025,18498,322,13,0,LA Boundary,E,53,14,Junction 18 M4,378000,178550,M4,,81,South West,,146,287,3378,2007
10/19/2007,11,27,TM,178163,381800,375767,18,8,2597,South Gloucestershire,180030,E06000025,18498,273,14,0,LA Boundary,E,65,9,Junction 18 M4,378000,178550,M4,,56,South West,,106,309,3206,2007
10/19/2007,8,35,TM,178163,381800,375767,11,5,2810,South Gloucestershire,180030,E06000025,18498,239,15,1,LA Boundary,E,52,19,Junction 18 M4,378000,178550,M4,,47,South West,,92,291,3370,2007
10/19/2007,11,21,TM,178163,381800,375767,12,2,2765,South Gloucestershire,180030,E06000025,18498,220,16,0,LA Boundary,E,43,18,Junction 18 M4,378000,178550,M4,,47,South West,,96,216,3231,2007
10/19/2007,8,12,TM,178163,381800,375767,12,1,2792,South Gloucestershire,180030,E06000025,18498,168,17,0,LA Boundary,E,39,14,Junction 18 M4,378000,178550,M4,,37,South West,,71,128,3114,2007
10/19/2007,5,22,TM,178163,381800,375767,13,2,2991,South Gloucestershire,180030,E06000025,18498,176,18,0,LA Boundary,E,47,9,Junction 18 M4,378000,178550,M4,,43,South West,,57,164,3353,2007
10/19/2007,15,15,TM,178163,381800,375767,1,14,1696,South Gloucestershire,180030,E06000025,18498,315,7,0,LA Boundary,W,71,4,Junction 18 M4,378000,178550,M4,,90,South West,,110,349,2365,2007
10/19/2007,20,15,TM,178163,381800,375767,14,17,1799,South Gloucestershire,180030,E06000025,18498,327,8,1,LA Boundary,W,78,8,Junction 18 M4,378000,178550,M4,,92,South West,,105,284,2432,2007
10/19/2007,5,16,TM,178163,381800,375767,17,14,1820,South Gloucestershire,180030,E06000025,18498,321,9,0,LA Boundary,W,76,15,Junction 18 M4,378000,178550,M4,,94,South West,,116,305,2478,2007
10/19/2007,13,17,TM,178163,381800,375767,6,15,2284,South Gloucestershire,180030,E06000025,18498,367,10,0,LA Boundary,W,104,14,Junction 18 M4,378000,178550,M4,,104,South West,,114,294,2965,2007
10/19/2007,23,23,TM,178163,381800,375767,5,21,2340,South Gloucestershire,180030,E06000025,18498,323,11,0,LA Boundary,W,96,11,Junction 18 M4,378000,178550,M4,,73,South West,,87,343,3022,2007
10/19/2007,8,29,TM,178163,381800,375767,9,12,2682,South Gloucestershire,180030,E06000025,18498,371,12,0,LA Boundary,W,95,15,Junction 18 M4,378000,178550,M4,,87,South West,,140,392,3469,2007
10/19/2007,21,25,TM,178163,381800,375767,11,23,2190,South Gloucestershire,180030,E06000025,18498,361,13,0,LA Boundary,W,99,17,Junction 18 M4,378000,178550,M4,,71,South West,,122,241,2820,2007
10/19/2007,24,28,TM,178163,381800,375767,10,11,2727,South Gloucestershire,180030,E06000025,18498,336,14,0,LA Boundary,W,94,14,Junction 18 M4,378000,178550,M4,,67,South West,,112,320,3407,2007
10/19/2007,20,21,TM,178163,381800,375767,27,16,3096,South Gloucestershire,180030,E06000025,18498,317,15,0,LA Boundary,W,114,10,Junction 18 M4,378000,178550,M4,,68,South West,,78,437,3887,2007
10/19/2007,18,30,TM,178163,381800,375767,50,16,3333,South Gloucestershire,180030,E06000025,18498,265,16,0,LA Boundary,W,68,23,Junction 18 M4,378000,178550,M4,,65,South West,,68,538,4209,2007
10/19/2007,10,27,TM,178163,381800,375767,20,5,3810,South Gloucestershire,180030,E06000025,18498,287,17,0,LA Boundary,W,88,17,Junction 18 M4,378000,178550,M4,,60,South West,,97,402,4536,2007
10/19/2007,1,17,TM,178163,381800,375767,15,2,3145,South Gloucestershire,180030,E06000025,18498,169,18,0,LA Boundary,W,41,8,Junction 18 M4,378000,178550,M4,,41,South West,,67,232,3569,2007
10/19/2007,7,2,PR,167100,380200,378540,1,0,392,Bath and North East Somerset,167680,E06000022,56111,27,7,1,LA Boundary,E,12,6,A363,380000,167630,A4,,3,South West,,3,102,528,2007
10/19/2007,2,0,PR,167100,380200,378540,3,4,509,Bath and North East Somerset,167680,E06000022,56111,26,8,2,LA Boundary,E,15,7,A363,380000,167630,A4,,2,South West,,3,66,611,2007
10/19/2007,5,1,PR,167100,380200,378540,2,2,271,Bath and North East Somerset,167680,E06000022,56111,38,9,1,LA Boundary,E,24,6,A363,380000,167630,A4,,3,South West,,3,52,369,2007
10/19/2007,3,0,PR,167100,380200,378540,1,1,269,Bath and North East Somerset,167680,E06000022,56111,21,10,1,LA Boundary,E,12,6,A363,380000,167630,A4,,0,South West,,5,52,349,2007
10/19/2007,6,1,PR,167100,380200,378540,3,2,284,Bath and North East Somerset,167680,E06000022,56111,31,11,1,LA Boundary,E,14,5,A363,380000,167630,A4,,4,South West,,4,57,380,2007
10/19/2007,1,1,PR,167100,380200,378540,6,1,297,Bath and North East Somerset,167680,E06000022,56111,22,12,1,LA Boundary,E,16,8,A363,380000,167630,A4,,0,South West,,3,62,395,2007
10/19/2007,0,2,PR,167100,380200,378540,3,2,321,Bath and North East Somerset,167680,E06000022,56111,13,13,0,LA Boundary,E,5,6,A363,380000,167630,A4,,3,South West,,1,54,397,2007
10/19/2007,0,1,PR,167100,380200,378540,4,0,372,Bath and North East Somerset,167680,E06000022,56111,24,14,0,LA Boundary,E,18,7,A363,380000,167630,A4,,3,South West,,2,50,457,2007
10/19/2007,1,0,PR,167100,380200,378540,7,0,400,Bath and North East Somerset,167680,E06000022,56111,12,15,0,LA Boundary,E,9,6,A363,380000,167630,A4,,1,South West,,1,54,479,2007
10/19/2007,0,1,PR,167100,380200,378540,9,1,484,Bath and North East Somerset,167680,E06000022,56111,5,16,2,LA Boundary,E,1,4,A363,380000,167630,A4,,0,South West,,2,45,547,2007
10/19/2007,1,1,PR,167100,380200,378540,11,2,557,Bath and North East Somerset,167680,E06000022,56111,9,17,2,LA Boundary,E,4,4,A363,380000,167630,A4,,1,South West,,0,40,621,2007
10/19/2007,1,1,PR,167100,380200,378540,3,0,401,Bath and North East Somerset,167680,E06000022,56111,7,18,2,LA Boundary,E,3,8,A363,380000,167630,A4,,0,South West,,2,28,447,2007
10/19/2007,2,0,PR,167100,380200,378540,12,1,546,Bath and North East Somerset,167680,E06000022,56111,11,7,1,LA Boundary,W,6,8,A363,380000,167630,A4,,1,South West,,1,58,635,2007
10/19/2007,3,3,PR,167100,380200,378540,5,2,588,Bath and North East Somerset,167680,E06000022,56111,24,8,3,LA Boundary,W,12,7,A363,380000,167630,A4,,0,South West,,4,75,699,2007
10/19/2007,2,2,PR,167100,380200,378540,6,2,332,Bath and North East Somerset,167680,E06000022,56111,23,9,0,LA Boundary,W,13,7,A363,380000,167630,A4,,1,South West,,3,56,424,2007
10/19/2007,3,1,PR,167100,380200,378540,5,0,317,Bath and North East Somerset,167680,E06000022,56111,22,10,0,LA Boundary,W,13,5,A363,380000,167630,A4,,1,South West,,4,57,406,2007
10/19/2007,2,2,PR,167100,380200,378540,3,1,303,Bath and North East Somerset,167680,E06000022,56111,24,11,0,LA Boundary,W,15,7,A363,380000,167630,A4,,1,South West,,3,61,398,2007
10/19/2007,1,0,PR,167100,380200,378540,3,3,315,Bath and North East Somerset,167680,E06000022,56111,22,12,2,LA Boundary,W,16,7,A363,380000,167630,A4,,1,South West,,1,58,405,2007
